budget,genres,original_language,revenue,runtime,vote_average,director
0,Action Fantasy,en,14056528,118.0,6.0,Don Coscarelli
5000000,Drama History Romance War,en,12200000,139.0,5.4,King Vidor
20000000,Romance Comedy,en,21164799,92.0,4.3,Michael Tiddes
0,Drama Romance,en,0,99.0,6.3,Bill Duke
4,Drama Romance War,en,25,89.0,6.2,Frank Borzage
0,Comedy Romance,en,0,96.0,5.2,Bille Woodruff
5500000,Fantasy Animation Science Fiction Family,en,0,82.0,6.2,Mamoru Hosoda
0,Comedy Drama,en,0,92.0,6.3,Brian Dannelly
8000000,Comedy Crime Drama,fr,3432342,99.0,6.7,Denys Arcand
0,Action Adventure Drama Romance,en,0,106.0,6.6,Richard Lester
5000000,Action Adventure Horror Thriller,en,0,90.0,4.9,J.S. Cardone
5000000,Action Adventure War Thriller,en,7230000,118.0,6.4,Guy Hamilton
5000000,Comedy,en,0,97.0,6.7,Jay Levey
0,Comedy,en,6538177,94.0,6.6,Nicholaus Goossen
5000000,Comedy Drama,en,0,91.0,6.5,Tamara Jenkins
5000000,Western,it,5321508,175.0,8.1,Sergio Leone
5000000,Action Comedy Thriller,en,5476060,94.0,6.3,Jon Favreau
5000000,Science Fiction Drama,en,9760104,97.0,7.6,Duncan Jones
0,Comedy,en,0,90.0,5.2,Scott Marshall
5000000,Documentary,en,4074023,41.0,5.9,Ronan Chapalain
5000000,Drama,en,3263585,112.0,6.8,Atom Egoyan
4000000,Drama History,fr,41424067,120.0,6.5,Xavier Beauvois
5000000,Comedy Drama,en,4040588,110.0,6.6,Randall Miller
0,Comedy Horror Science Fiction,en,0,87.0,4.6,Jerry Belson
5000000,Drama Fantasy,en,3049135,99.0,7.0,Peter Jackson
5000000,Drama,en,4842699,121.0,5.4,Michael Polish
5000000,Comedy Drama Romance,en,2614773,97.0,6.0,Dan Rush
5000000,Comedy Crime Mystery Thriller,en,1980338,116.0,6.0,Jake Kasdan
5000000,Thriller Drama,en,8203235,101.0,7.3,Brad Anderson
5000000,Drama Crime,en,0,103.0,5.7,Paul Schrader
5000000,Thriller Crime Drama Mystery,en,2450846,112.0,6.6,Michael Cuesta
5000000,Drama,en,5129058,91.0,6.9,John Cameron Mitchell
5000000,Comedy Drama Crime,en,742898,98.0,5.9,Fenton Bailey
5000000,Horror Crime Thriller,en,3220371,95.0,6.7,Jeremy Saulnier
5000000,Comedy Drama Romance,en,0,88.0,5.8,Billy Kent
5000000,Drama Science Fiction Mystery,en,846704,99.0,3.9,James Manera
7000000,Comedy Crime Drama,en,560069,91.0,6.8,Wes Anderson
6000000,Crime Drama Thriller,en,0,97.0,5.6,Kevin Spacey
0,Drama Foreign History,hi,0,136.0,6.0,Feroz Abbas Khan
0,Documentary,en,0,117.0,6.6,Errol Morris
0,Drama,en,0,94.0,6.5,Dennis Hopper
5000000,Comedy Horror,en,5476793,89.0,7.3,Eli Craig
0,Drama Romance,en,0,92.0,6.2,Nicholas Fackler
0,Action Drama Romance,en,0,128.0,6.6,Richard Wallace
0,Comedy Drama,en,0,90.0,5.5,Morgan J. Freeman
5000000,Horror Science Fiction Thriller,en,0,95.0,4.7,Matthew Hastings
5000000,Horror Thriller,en,98450062,94.0,6.0,M. Night Shyamalan
5000000,Drama War,en,782102,90.0,6.2,Brian De Palma
0,Romance Thriller,de,0,95.0,3.8,Klaus Menzel
5000000,Horror Thriller Science Fiction,en,0,91.0,4.2,Oren Peli
5000000,Thriller,es,0,107.0,7.0,Jaume Balaguer\u00f3
0,Horror Comedy Crime Thriller,en,0,92.0,6.3,Paul Andrew Williams
0,Drama Fantasy Comedy,en,0,87.0,5.8,Stephen Herek
0,Comedy Documentary,en,0,80.0,3.2,Bob Saget
5000000,Music Drama Comedy,en,0,105.0,7.4,William H. Macy
5000000,Family Animation,en,0,67.0,3.0,Barrett Esposito
0,Romance Comedy,en,0,95.0,6.1,Mitch Davis
0,TV Movie Crime Drama Thriller,en,0,89.0,5.0,Eric Bross
15000000,Thriller Drama,en,0,94.0,4.5,Paul Schrader
0,Action Thriller War,en,0,109.0,4.1,Vicky Jewson
5000000,Drama Action Thriller Science Fiction,en,0,123.0,6.4,Peter Hyams
0,Comedy Drama,en,0,0.0,0.0,Marcia Bennett
5000000,Comedy Fantasy Horror Thriller,en,0,88.0,4.7,Kevin Smith
0,Horror Action,en,0,97.0,3.5,Stanton Barrett
0,Comedy Drama,cs,0,120.0,7.0,Ji\u0159\u00ed Menzel
5000000,Drama Comedy,de,17872796,99.0,7.1,Fatih Akin
1000000,Drama,en,24475416,135.0,7.4,Billy Bob Thornton
4798235,Horror Thriller,en,209696,107.0,6.3,Nick Murphy 
4800000,Horror,en,80578934,94.0,5.7,Eli Roth
0,Comedy Drama,en,0,94.0,6.2,Michael Winterbottom
5000000,Thriller Drama,en,3099314,120.0,7.1,Jeff Nichols
0,Horror Thriller,en,0,112.0,6.3,Frank LaLoggia
0,Drama Comedy,en,0,98.0,6.3,Jeremy Brock
5000000,Comedy,en,0,81.0,5.5,Scott Foley
4700000,Horror,en,8025872,101.0,5.9,Tobe Hooper
4638783,Western,en,11000000,106.0,7.2,Sam Peckinpah
4800000,Drama Thriller Crime,en,10337387,90.0,5.6,Nicolas Winding Refn
0,Drama Romance,fr,0,80.0,4.8,Christophe Ali
4,Comedy Romance,en,0,83.0,4.6,Gabriela Tagliavini
0,Drama Family,en,0,105.0,7.0,Shona Auerbach
0,Action Comedy Drama Western,en,0,89.0,1.0,Leonard Farlinger
4600000,Drama Comedy Romance,fr,0,100.0,7.3,Michel Leclerc
4700000,Drama Comedy,en,0,92.0,5.6,Analeine Cal y Mayor
4600000,Drama,en,0,97.0,5.7,Tom Kalin
0,Drama,en,0,103.0,5.9,Robert Sarkies
4500000,Comedy Crime,en,146198896,96.0,6.5,Hugh Wilson
4500000,Romance Adventure Drama,en,58853106,104.0,5.8,Randal Kleiser
6000000,Comedy Drama Romance,en,254700832,117.0,6.6,Mike Newell
4500000,Comedy,en,27092880,90.0,7.0,Amy Heckerling
4500000,Adventure Drama,en,10400000,116.0,6.9,John Huston
15000000,Crime Drama,en,13060843,135.0,7.2,Spike Lee
4500000,Crime Drama Romance Thriller,en,7011317,108.0,6.9,Lilly Wachowski
4500000,Crime Drama,en,7390108,102.0,7.9,Darren Aronofsky
0,Music Romance,en,0,96.0,6.2,Walter Lang
0,Drama Foreign Romance,es,0,115.0,6.8,Carlos Saura
4500000,Drama,en,0,123.0,7.0,Oliver Stone
5000000,Comedy,en,10429707,98.0,5.5,Jon Erwin
6000000,Fantasy Drama Mystery,en,1270522,113.0,7.7,Richard Kelly
0,Action Comedy Foreign,en,0,105.0,6.1,Beto G\u00f3mez
4500000,Drama Foreign History,nl,0,122.0,7.7,Mike van Diem
2000000,Comedy Crime Drama,en,0,101.0,6.6,Jonas \u00c5kerlund
4500000,Comedy Drama,en,744816,97.0,6.3,Todd Solondz
0,Drama Thriller,ko,23803308,115.0,7.4,Park Chan-wook
0,Drama,fr,0,120.0,6.2,Ren\u00e9 F\u00e9ret
0,Comedy Drama,en,0,99.0,6.0,Barry Skolnick
4500000,Action Crime Thriller,cn,0,110.0,7.0,Johnnie To
0,Adventure Action Western,en,623528,98.0,6.6,Mateo Gil
0,Crime Drama,sv,0,109.0,7.7,Lukas Moodysson
4500000,Drama Horror Mystery Thriller,en,3606395,104.0,5.4,Agnieszka Wojtowicz-Vosloo
0,Comedy Drama Thriller,en,0,134.0,5.3,Kabir Sadanand
3000000,Drama,en,108981275,133.0,8.2,Milo\u0161 Forman
4400000,Comedy Horror,en,0,85.0,6.9,Peter DeLuise
0,Comedy,en,0,86.0,6.7,Mel Brooks
4500000,Thriller Action Drama History,hi,32000000,126.0,7.3,Raja Menon
0,Drama Family,en,0,199.0,8.2,Kevin Sullivan
0,Adventure Action,en,0,103.0,5.5,Ernie Barbarash
3730500,Action Drama Crime,en,6294161,112.0,5.7,Nick Love
5000000,Crime Drama Thriller,en,0,89.0,7.0,Jonathan Glazer
0,Drama Thriller Crime,sv,0,124.0,6.5,Daniel Espinosa
8000000,Drama Family,en,41400000,101.0,7.1,Niki Caro
0,Thriller Mystery Science Fiction,de,0,120.0,5.9,Ivan Engler
4200000,Comedy Drama Family Music TV Movie,en,0,98.0,6.1,Kenny Ortega
0,Drama Romance Foreign,en,0,93.0,6.9,Richard Kwietniowski
4200000,Fantasy Action Thriller,ru,32000000,114.0,6.3,Timur Bekmambetov
3705538,Romance Crime Drama Thriller,en,62548947,112.0,6.9,Neil Jordan
4000000,Comedy,en,125728258,94.0,6.1,Bob Clark
4000000,Horror Science Fiction,en,0,90.0,4.6,George A. Romero
114000,Horror,en,30000000,96.0,7.5,George A. Romero
4000000,Drama,en,119723856,102.0,7.3,Sofia Coppola
4000000,Comedy Drama Romance,en,38251425,93.0,7.8,Woody Allen
4000000,Action Drama Romance,en,36000000,152.0,6.6,Cecil B. DeMille
4000000,Drama Romance,en,44909486,111.0,6.5,Marc Forster
4000000,Horror,en,187112,95.0,5.2,Henry Hobson
3600000,Drama Romance,en,49800000,112.0,7.1,Mike Figgis
4500000,Horror Comedy,en,0,86.0,4.8,Duane Journey
4000000,Romance Drama Comedy,en,0,105.0,6.9,Billy Wilder
4000000,Thriller,en,52425855,91.0,4.1,Rob Cohen
4000000,Drama,en,14400000,105.0,6.4,Carol Reed
3500000,Comedy Drama,en,34705850,106.0,6.5,Lisa Cholodenko
4000000,Action Horror Science Fiction Thriller,en,13008928,94.0,7.1,John Carpenter
4000000,Adventure Drama History Thriller War,en,11744471,172.0,7.8,John Sturges
0,Documentary,en,10000000,109.0,5.8,William Arntz
5000000,Horror Thriller,en,15179302,88.0,4.4,Ed Gass-Donnelly
4000000,Drama,en,44349000,164.0,7.5,Richard Linklater
4000000,Comedy Mystery,en,31584901,96.0,6.4,Woody Allen
7000000,Action Comedy,en,10229331,93.0,5.3,DJ Pooh
6000000,Action Comedy Romance,en,9000000,82.0,5.9,DJ Pooh
32000000,Drama Romance,en,0,101.0,6.7,Wayne Kramer
4000000,Drama Action Romance,en,8200000,124.0,6.8,John Huston
0,Drama Thriller,en,0,91.0,5.5,Patrick Stettner
0,Comedy Crime,en,0,82.0,4.8,James Melkonian
0,Horror Drama Thriller,es,44000000,105.0,7.1,Juan Antonio Bayona
0,Comedy Horror,en,0,87.0,5.4,Michael Tiddes
4000000,Comedy Drama Romance,en,0,110.0,6.3,Roger Avary
4000000,Action Drama Mystery Thriller,en,6000000,143.0,6.1,Alfred Hitchcock
4000000,Comedy Crime,en,4630045,84.0,5.5,Bob Odenkirk
4000000,Crime Comedy,en,4300000,98.0,6.5,Allison Anders
4000000,Comedy Drama Romance,en,9304609,104.0,6.7,Steven Shainberg
0,Documentary,en,0,96.0,3.3,Rick de Oliveira
4000000,Drama,en,3468572,110.0,6.7,Oliver Stone
0,Music Comedy,en,0,84.0,7.3,Christopher Guest
0,Comedy Romance,en,0,94.0,5.4,Jeff Franklin
4000000,Comedy Crime Thriller Romance,en,2426851,90.0,6.2,John Dahl
0,Comedy Drama,en,1919197,96.0,6.1,Mike Mills
4000000,Horror Action Thriller,en,1104682,88.0,5.9,Kevin Smith
4000000,Fantasy,en,866999,101.0,6.6,Dave McKean
4000000,Drama Documentary,en,0,102.0,8.0,Ron Fricke
0,Fantasy Adventure,en,0,87.0,5.1,Ruggero Deodato
0,Drama Romance,en,1406224,83.0,6.5,Gavin Wiesen
0,Thriller Drama,en,0,103.0,5.5,Mora Stephens
0,Comedy Drama Thriller,en,0,99.0,6.5,Mars Callahan
4000000,Drama,en,0,106.0,5.2,Mike Figgis
0,Drama Fantasy,en,641100,115.0,6.9,Leos Carax
4000000,Drama,en,2365467,118.0,6.5,David Gordon Green
3000000,Crime Comedy Romance,en,302204,109.0,7.0,Stefan Schwartz
1300000,Crime Drama Horror Thriller,en,354704,102.0,6.7,Renny Harlin
1500000,Comedy,en,0,95.0,6.0,Robert Lee King
0,Comedy Foreign,en,0,87.0,5.8,Kevin Allen
4000000,Drama,en,0,119.0,8.1,Jorge Ram\u00edrez Su\u00e1rez
9500000,Crime Drama Thriller,en,120000,104.0,6.6,David Schwimmer
0,Comedy Crime,en,0,103.0,6.0,Barry Levinson
0,Comedy Romance,en,0,93.0,4.5,Sam Miller
16000000,Drama,en,318982,100.0,6.1,Anne Fontaine
4000000,Drama Romance,en,0,100.0,4.2,Dan Ireland
4000000,Drama,es,146402,113.0,7.1,Fernando Le\u00f3n de Aranoa
650000,Drama Horror Action Thriller Science Fiction,en,33245,98.0,6.2,Jim Mickle
0,Drama,en,0,92.0,6.7,Stephen T. Kay
0,Drama,pt,0,106.0,6.4,Karim A\u00efnouz
4000000,Comedy Drama,en,355688,119.0,6.2,Sam Levinson
4000000,Adventure Action Thriller Crime,en,25345000,99.0,6.2,Julian Gilbey
0,Comedy Fantasy Science Fiction,en,0,90.0,5.8,Vincenzo Natali
0,Drama,ru,4037782,120.0,7.3,Aleksandr Veledinskiy
0,Drama Comedy History Music,en,0,142.0,7.1,Peter H. Hunt
0,Thriller Romance,en,0,93.0,5.2,Ruba Nadda
3950000,Action Drama History,en,8000000,127.0,6.1,James Whale
4000000,Comedy Drama Romance,en,0,103.0,5.7,Edward Burns
4000000,Horror,en,0,93.0,4.5,Phil Joanou
0,Horror,en,0,84.0,6.6,Sean Byrne
4000000,Horror,en,0,78.0,4.1,Chris Stokes
4000000,Comedy Romance TV Movie,en,0,0.0,5.2,Mark Griffiths
0,Romance Adventure Drama,en,0,113.0,4.4,Bruce MacDonald
3900000,Drama History,en,28350000,120.0,7.5,Fred Zinnemann
3800000,Drama,en,23689877,121.0,7.7,Sidney Lumet
4000000,Drama Romance War,en,400176459,238.0,7.7,Victor Fleming
0,Drama,en,0,98.0,6.5,Richard Raymond
3800000,War Western,en,14873,123.0,6.2,Sam Peckinpah
3768785,Action Comedy Music Romance Western,en,8000000,107.0,7.3,George Sidney
967686,Comedy Crime Drama,en,4270000,101.0,7.0,Chris Morris
0,Drama,pt,0,115.0,6.7,Andrucha Waddington
3500000,Drama Action Comedy Crime,en,44462,101.0,6.5,Peter Stebbings
3700000,Music Romance,en,2956000,102.0,6.6,Vincente Minnelli
3800000,Drama Comedy Romance,en,0,95.0,6.0,Dagur K\u00e1ri
4000000,Comedy Drama,en,13401952,109.0,6.6,Nicholas Hytner
3600000,Drama,en,44785053,113.0,7.4,John Schlesinger
3500000,Comedy,en,257850122,91.0,6.8,Peter Cattaneo
3500000,Comedy,en,83453539,88.0,7.1,Jerry Zucker
5000000,Thriller Adventure Action,en,0,88.0,5.3,Kevin Carraway
3500000,Comedy,en,28215918,91.0,7.0,F. Gary Gray
3500000,Drama Action Crime,en,27900000,97.0,7.2,Albert Hughes
3500000,Horror,en,14000000,92.0,5.9,Michael Gornick
3716946,Action Comedy Western,en,5000000,121.0,6.9,Sam Peckinpah
3500000,Crime Drama,en,13007551,134.0,7.4,Richard Brooks
3500000,Drama,en,12800000,149.0,7.4,Fred Zinnemann
3500000,Action Drama Thriller Crime Mystery,en,12000000,121.0,6.2,Jack Smight
3500000,Crime Drama Mystery Thriller,en,12600000,116.0,7.1,Alfred Hitchcock
3500000,Mystery Horror,en,40423945,92.0,6.3,Robert Eggers
0,Action Comedy,en,0,93.0,5.4,Michael Martin
3500000,Comedy Romance,en,9482579,96.0,5.7,Edward Burns
10000000,Drama,en,6451628,105.0,6.8,Bill Condon
2000000,Crime Drama Mystery Romance,es,33965843,129.0,7.8,Juan Jos\u00e9 Campanella
0,Horror Thriller,en,0,94.0,4.8,Gideon Raff
3600000,Horror Comedy Fantasy,en,5923044,84.0,7.6,Sam Raimi
0,Action Comedy,en,0,81.0,5.4,Louis C.K.
1000000,TV Movie Horror,en,0,86.0,3.8,Anthony C. Ferrante
0,Drama Foreign,es,0,105.0,5.4,Salvador Carrasco
3500000,Fantasy Horror,nb,4159678,103.0,6.7,Andr\u00e9 \u00d8vredal
0,Comedy Romance,en,0,104.0,5.8,Robert Cary
3500000,Comedy Drama,en,113783,98.0,6.7,Adam Rapp
3500000,Action,en,0,91.0,5.6,Angela Robinson
0,Crime Action,en,0,111.0,2.9,Warren P. Sonoda
3500000,Crime Drama Mystery Thriller,en,0,98.0,5.2,Amanda Gusack
0,Action Crime Comedy Thriller,en,0,104.0,2.0,Avi Nesher
0,Drama,en,0,200.0,0.0,Nick Murphy 
3500000,Horror Thriller Mystery,en,0,96.0,4.6,Charles Adelman
3500000,Action Animation,en,0,78.0,7.9,Jay Oliva
3500000,Documentary,en,0,100.0,0.0,Charles Ferguson
3500000,Action Adventure Drama Fantasy,en,0,85.0,3.3,Uwe Boll
3500000,Action Drama Thriller,en,0,92.0,5.3,Mark Young
0,Drama,en,0,86.0,5.0,"Daniel Petrie, Jr."
3440000,Crime Mystery Thriller,en,0,90.0,3.6,Antonio Simoncini
3400000,Comedy Music,en,31063038,94.0,6.5,Mel Brooks
8000000,Documentary Family,fr,127392239,80.0,6.9,Luc Jacquet
3500000,Thriller Drama,en,19504039,107.0,6.7,J.C. Chandor
0,Drama,en,0,100.0,6.2,Eldar Rapaport
3000000,Comedy Drama,en,3830137,92.0,6.0,Clark Gregg
3300000,Drama,en,13092000,105.0,8.3,Damien Chazelle
3300000,Drama Crime,pt,30641770,130.0,8.1,Fernando Meirelles
600000,Comedy Drama,en,4000000,99.0,6.8,Justin Kerrigan
3400000,Drama Music,en,0,118.0,6.8,Nathan Frankowski
0,Mystery Drama Crime Thriller,en,0,85.0,6.4,Karen Moncrieff
3800000,Drama,da,16800000,115.0,7.9,Thomas Vinterberg
0,Comedy Family,en,19294144,94.0,7.4,Bob Clark
0,Drama Romance,en,0,91.0,6.7,Alejandro Monteverde
4300000,Action Drama Horror Crime Thriller,en,0,98.0,6.2,Mark L. Lester
3300000,Comedy,en,45000,96.0,4.1,Jonathan Silverman
2000000,Romance Drama,en,7,92.0,8.0,Eric Styles
0,Drama,fr,28814580,128.0,6.8,Laurent Cantet
3200000,Horror Drama Mystery,en,33395426,136.0,7.5,Roman Polanski
3200000,Western,en,8000000,123.0,7.4,John Ford
0,Drama Romance,en,2277396,99.0,6.9,Max Mayer
0,Drama Thriller Crime,es,0,101.0,6.9,Joshua Marston
3200000,Drama Romance Comedy,en,5332926,105.0,6.8,Mike Mills
0,Action Comedy Horror,en,658573,95.0,6.1,John Gulager
2700000,Comedy,en,141000000,109.0,7.0,John Landis
2500000,Adventure Action Thriller,en,124881062,110.0,7.2,Guy Hamilton
2400000,Science Fiction Horror,en,0,110.0,5.7,Brandon Cronenberg
3180000,Drama Family Fantasy,en,9644124,130.0,8.0,Frank Capra
4000000,Drama Crime,en,16491080,93.0,7.8,Danny Boyle
0,Comedy,en,0,115.0,6.3,Spike Lee
3000000,Horror Thriller,en,177512032,91.0,5.7,Tod Williams
0,Comedy Romance,en,0,91.0,7.4,Kirk Jones
4000000,Documentary,en,35564473,120.0,7.3,Michael Moore
0,Drama,zh,0,111.0,6.9,Zhang Yimou
3000000,Horror,en,29999213,87.0,5.7,Jack Sholder
3000000,Drama Romance,en,20966644,117.0,6.9,James Ivory
3000000,Science Fiction Horror Thriller,en,89328627,86.0,6.0,James DeMonaco
3000000,Horror Thriller Mystery,en,77712439,110.0,6.7,Scott Derrickson
3000000,Comedy,en,19184015,113.0,5.0,Martin Lawrence
3000000,Drama Romance,en,17570324,108.0,7.6,Richard Brooks
3000000,Adventure Science Fiction Mystery,en,18999718,95.0,6.2,Ted Post
3000000,Comedy Family Drama,en,23144499,98.0,5.3,Charles Martin Smith
16000000,Adventure Fantasy Animation Action Family,ja,68411275,93.0,5.9,Michael Haigney
3000000,Horror Mystery Thriller,en,19472057,86.0,5.7,Tom McLoughlin
3000000,Drama History War,en,33300000,161.0,7.7,David Lean
3000000,Comedy Family Science Fiction,en,15369573,100.0,4.7,Patrick Read Johnson
2000000,Comedy Crime Thriller,en,7900000,121.0,6.7,Alfred Hitchcock
3000000,Comedy Drama Romance,en,25000000,125.0,8.1,Billy Wilder
3000000,Fantasy Horror Thriller,en,15938065,87.0,4.2,Adam Marcus
3000000,Mystery Thriller,en,13000000,128.0,6.4,Alfred Hitchcock
3000000,Comedy Documentary Music,en,11718595,100.0,6.4,Michel Gondry
0,Romance Thriller Western,en,229094,84.0,6.6,John Maclean
3000000,Drama Music Romance,en,0,97.0,7.0,Michael Schultz
0,Action Comedy Crime,en,0,84.0,5.3,Benny Boom
3000000,Drama,en,10400000,146.0,7.3,Richard Brooks
3000000,Drama History,en,10000000,186.0,7.6,Stanley Kramer
0,Comedy Romance,en,9016377,94.0,4.5,David Raynr
3000000,Western,en,9012000,133.0,7.3,Howard Hawks
0,Comedy Romance,en,0,99.0,3.7,Nnegest Likk\u00e9
3000000,Romance Drama,en,11176469,108.0,7.4,Richard Linklater
0,Comedy Fantasy Family,en,0,95.0,3.8,Christopher Leitch
3000000,Action Horror Science Fiction Thriller,en,7282851,97.0,6.3,Don Coscarelli
3000000,Drama,en,6804016,94.0,5.0,Michael Schultz
0,Comedy Drama,en,0,86.0,5.8,Patricia Cardoso
0,Drama Foreign Romance,en,10422387,115.0,6.8,Deepa Mehta
3800000,Comedy,en,28200000,97.0,6.5,Damien O'Donnell
3000000,Comedy Romance,en,0,82.0,3.1,Peter M. Cohen
3000000,Drama History Romance,en,4109095,117.0,5.7,Mira Nair
3000000,Comedy Drama,en,0,90.0,6.0,Nicole Holofcener
3000000,Family Fantasy,en,4000000,100.0,7.4,Mel Stuart
0,Fantasy Horror Science Fiction,en,0,98.0,5.2,Anthony Hickox
0,Comedy Crime,en,0,95.0,5.4,Tom Schulman
0,Drama Romance,en,0,94.0,7.6,Terrence Malick
0,Drama,en,0,104.0,6.4,Jill Sprecher
3000000,Comedy,en,3076820,87.0,5.9,Darren Stein
2962051,Drama History,en,3011195,108.0,6.6,Julian Schnabel
0,Comedy Drama,en,4069826,86.0,7.2,Noah Baumbach
3000000,Crime Drama,af,9879971,94.0,6.9,Gavin Hood
3000000,Comedy Drama,en,2807390,139.0,7.4,Todd Solondz
0,Comedy Documentary,en,0,89.0,6.1,George Gallo
2800000,Comedy Horror,en,1826705,102.0,5.1,Kevin Smith
3000000,Drama Thriller Mystery Action,ko,14980005,120.0,8.0,Park Chan-wook
0,Action Drama Family Thriller,en,0,110.0,6.5,David Nixon
3000000,Action Comedy Thriller,en,748453,86.0,5.7,Jason Eisener
3000000,Action Comedy,es,0,101.0,5.2,Enrique Begn\u00e9
3000000,Comedy Drama Thriller,en,0,110.0,6.5,Matthew Bright
0,TV Movie Action Drama Family,en,0,87.0,5.8,Michael Landon Jr.
3000000,Drama,en,2357852,123.0,6.9,Andrea Arnold
0,Comedy Romance,en,0,99.0,5.6,Whit Stillman
0,Horror Science Fiction Thriller,en,0,176.0,4.0,Stuart Gillard
3000000,Comedy Romance,en,11947954,87.0,5.3,Leslye Headland
0,Drama Music Family,en,0,120.0,3.7,Bobby Roth
0,Comedy,en,0,94.0,5.2,Tim Heidecker
2700000,Comedy Drama,de,0,98.0,6.7,Marco Kreuzpaintner
0,War Drama History,en,0,0.0,6.3,Michael Worth
0,Horror Thriller,en,0,96.0,3.9,Deon Taylor
3000000,Drama Comedy,en,0,97.0,5.8,Jason Alexander
3000000,Science Fiction,en,22000,112.0,5.7,Xavier Gens
0,Drama Horror Romance,en,0,88.0,6.1,Conor McPherson
3000000,Thriller Horror,en,3387000,83.0,4.9,Will Canon
0,Comedy,en,0,80.0,3.0,Philip Zlotorynski
0,Comedy Family,en,0,90.0,0.0,Lance Kawas
0,Drama,en,0,96.0,5.4,Francesca Gregorini
3000000,Action Drama Thriller,en,0,85.0,5.2,M\u00e1rcio Garcia
0,Comedy,en,0,84.0,5.3,David Wain
0,Comedy,en,0,80.0,2.9,Craig Moss
3000000,Drama Action,en,0,90.0,5.8,Michael Jai White
2500000,Action Crime Drama Thriller,en,3200000,92.0,7.1,John Boorman
3,Drama Comedy,en,0,100.0,0.0,Paolo Monico
0,Thriller,en,0,88.0,4.8,Youssef Delara
3000000,Mystery Thriller,en,0,95.0,4.6,Darin Scott
3000000,Thriller,en,0,79.0,2.8,Christian Sesma
3200000,Action Crime Thriller,en,0,95.0,6.1,Brian Caunter
0,Comedy Drama Romance,en,0,95.0,6.3,Chris D'Arienzo
2900000,Drama,pt,5596708,113.0,7.6,Walter Salles
2900000,Comedy Drama,en,5000000,136.0,7.3,Frank Capra
0,Crime Action,en,0,80.0,4.9,Isaac Florentine
3000000,Thriller Mystery Drama Horror,en,0,90.0,4.1,Michael Polish
3000000,Documentary,en,103735,93.0,6.6,Heidi Ewing
0,Horror Thriller Mystery,fr,0,91.0,6.6,Alexandre Aja
2902660,Romance Comedy Drama,en,0,93.0,6.1,Leon Ford
0,Thriller Action Horror,en,0,89.0,4.3,Hank Braxtan
8000000,Drama,en,23563727,116.0,6.9,Craig Brewer
2883848,Comedy Romance,en,25000000,122.0,8.0,Billy Wilder
2800000,Horror Thriller,en,19170001,88.0,5.3,John Carl Buechler
2777000,Adventure Family Fantasy,en,33754967,102.0,7.4,Victor Fleming
2800000,Comedy Science Fiction,en,86273333,106.0,7.7,Mel Brooks
2000000,Horror Action Science Fiction,en,5364858,95.0,5.4,George A. Romero
0,Comedy Drama Romance,en,0,144.0,7.6,Rajkumar Hirani
0,Drama,en,0,112.0,6.5,Victor Nunez
2700000,Adventure Family,en,37799643,118.0,7.0,Carroll Ballard
0,Action Adventure Animation Comedy Science Fiction,en,0,90.0,4.9,Kresten Vestbjerg Andersen
2686000,Adventure Comedy Romance,en,6600000,109.0,6.0,John Ford
0,Comedy Drama,nl,0,103.0,7.0,Alex van Warmerdam
2627000,Drama Romance War,en,5363000,120.0,6.0,Victor Fleming
2600000,Western Comedy,en,119500000,93.0,7.2,Mel Brooks
2600000,Horror Thriller,en,32980880,91.0,5.9,Joseph Zito
2159280,Drama,pl,10700000,80.0,7.1,Pawe\u0142 Pawlikowski
0,Drama Romance,en,0,134.0,7.1,James Ivory
0,Comedy,en,0,86.0,5.3,Frank Sebastiano
2600000,Documentary,en,3166000,105.0,7.6,Stacy Peralta
2600000,Science Fiction Thriller,es,553198,92.0,7.0,Nacho Vigalondo
0,Action Adventure Comedy Drama Foreign,zh,0,99.0,7.4,Ning Hao
2600000,Horror Thriller,en,0,97.0,5.2,Tony Giglio
2540800,Comedy Music Romance,en,7200000,103.0,7.8,Stanley Donen
0,Documentary,en,0,97.0,7.1,Joe Cross
2500000,Comedy Horror,en,60141683,86.0,5.4,Michael Tiddes
2500000,Documentary,en,33400000,87.0,4.6,John Sullivan
0,Comedy Drama,en,34585416,108.0,6.8,Tom Hanks
2500000,Horror Mystery Science Fiction,en,14400000,98.0,5.0,Tommy Lee Wallace
2500000,Action Science Fiction,en,12348905,98.0,6.3,Don Taylor
2500000,Action Drama Western,en,10000000,112.0,7.5,Martin Ritt
0,Comedy Documentary,en,32230907,74.0,7.1,Leslie Small
2500000,Drama Romance,en,0,104.0,7.1,Gus Van Sant
2500000,Comedy Drama Romance,en,26781723,102.0,7.1,Zach Braff
2500000,Drama Romance,en,5535405,105.0,7.7,Richard Linklater
0,Horror Mystery Thriller,fr,0,100.0,6.9,\u00c9ric Tessier
0,Comedy Drama Romance,en,0,107.0,6.7,Alison Maclean
0,Comedy Romance,en,0,91.0,6.8,Alice Wu
0,Drama,en,0,102.0,5.2,Sarah Gavron
2500000,Science Fiction Comedy Drama Crime,en,3325038,85.0,6.8,Jake Schreier
0,Drama Romance,en,9726954,106.0,7.2,Isabel Coixet
2500000,Comedy Drama Romance,en,6854611,95.0,6.8,James Ponsoldt
0,Comedy Documentary,en,0,101.0,7.2,Larry Charles
0,Documentary Drama,en,0,90.0,7.0,Joshua Tickell
0,Drama,en,0,100.0,7.0,Tim Boxell
