budget,original_language,popularity,revenue,runtime,vote_average,vote_count,director,critique_success
85000000,en,80.316463,288747895,139,6.9,4663,Neil Burger,1
68000000,en,41.273567,96976270,131,7.2,999,Jean-Jacques Annaud,1
85000000,en,24.107835,80916492,104,6.4,514,Peter Berg,1
85000000,en,32.044191,137298489,130,6.1,712,John McTiernan,1
85000000,en,16.595874,162242962,145,7.3,652,Rob Marshall,1
85000000,en,8.282876,158468292,104,6.1,1705,Justin Lin,1
0,en,19.83683,0,97,6.7,333,Barry Cook,1
90000000,en,36.069611,142940100,178,6.9,1147,Martin Brest,1
85000000,en,18.827753,78382433,108,5.5,427,Andrew Davis,0
0,en,5.159407,37823676,123,7.3,85,Bob Fosse,1
85000000,en,48.126297,183018522,106,5.5,1114,Tarsem Singh,0
60000000,en,38.885195,47664559,112,7.2,2126,Edgar Wright,1
60000000,en,29.211255,74208267,136,5.4,516,Jon Amiel,0
84000000,en,17.783361,123307945,106,4.7,332,Peter Segal,0
84000000,en,31.435539,275650703,88,5.4,820,Raja Gosnell,0
50000000,en,57.673932,41037742,95,6.6,1940,Pete Travis,1
82500000,en,41.176631,237681299,107,6,2104,Frank Coraci,0
8000000,en,13.661289,21028755,120,6.7,226,George A. Romero,1
85000000,en,11.77398,112483764,82,4.9,119,Brad Peyton,0
85000000,en,21.218,222231186,88,5.9,1799,Doug Liman,0
85000000,en,58.57976,160388063,120,6.5,1527,Guillermo del Toro,1
65000000,en,51.970905,84785914,157,7.3,2023,David Fincher,1
82000000,en,18.447479,96085477,123,5.7,595,Roger Spottiswoode,0
80000000,en,109.684788,484572835,101,6.4,3012,Tom Shadyac,1
80000000,en,77.580661,274470394,103,6,2926,Sylvester Stallone,0
80000000,en,75.290998,457696359,110,6.7,2631,Brian De Palma,1
75000000,en,68.550698,691210692,142,6.9,9455,Gary Ross,1
80000000,en,58.040149,254455986,102,6.2,3739,Todd Phillips,1
80000000,en,59.113174,280000000,126,6.6,1673,Tim Burton,1
80000000,en,36.32705,343397247,83,6.3,1074,Karey Kirkpatrick,1
80000000,en,55.659988,145771527,85,7.1,1314,Chris Sanders,1
85000000,en,14.132583,144000000,97,5.8,288,Gary Winick,0
75000000,en,34.070054,140464664,120,5.9,855,Mimi Leder,0
84000000,en,44.34333,0,116,6.4,1526,Dean Parisot,1
82000000,en,26.065735,190320568,113,6.2,785,Peter Segal,1
75000000,en,23.473004,342695435,87,5.4,484,Mike Mitchell,0
80000000,en,45.589568,246984278,100,5.8,1155,Dennis Dugan,0
80000000,en,23.496054,230685453,110,6,1051,Peter Segal,0
80000000,en,16.939441,266728738,128,6.3,410,Nancy Meyers,1
80000000,en,81.914696,294804195,138,7.8,6336,Martin Scorsese,1
80000000,en,19.500893,163733697,88,5.3,331,Seth Gordon,0
75000000,en,29.558157,260696994,91,6,1333,Chris Wedge,0
80000000,en,46.075037,245676146,138,6.8,1583,John Woo,1
80000000,en,23.531721,212874442,99,5.9,901,Adam Shankman,0
80000000,en,49.078546,181001478,117,7.3,1077,Sam Mendes,1
80000000,en,37.02665,214918407,117,6.3,1543,Dennis Dugan,1
75000000,en,45.154631,224012234,115,6.5,1270,Simon West,1
80000000,en,46.887983,178066569,118,6.3,1018,D.J. Caruso,1
79000000,en,24.598479,173013509,154,6.7,533,Anthony Minghella,1
80000000,en,32.363538,157107755,118,6.6,2164,Albert Hughes,1
80000000,en,11.50396,177977226,93,5.3,695,Les Mayfield,0
80000000,en,19.375768,91188905,113,5.2,369,Jan de Bont,0
80000000,en,36.125715,250200000,88,6.5,1288,Joe Pytka,1
0,en,25.450534,0,93,5.6,550,Shawn Levy,0
80000000,en,41.890722,233093859,104,5.2,1043,Scott Derrickson,0
75000000,en,22.179658,136982834,135,6.5,431,Richard Donner,1
68000000,en,139.575085,211817906,135,7.4,3946,David Ayer,1
70000000,en,18.264635,164000000,98,5.6,332,Ivan Reitman,0
80000000,en,11.187696,201584141,80,5.2,220,Eric Brevig,0
80000000,en,41.670544,122563539,83,7.4,831,Kelly Asbury,1
80000000,en,27.46264,169852759,102,5.3,498,Frank Coraci,0
80000000,en,17.455024,136159423,130,5,388,Stephen Hopkins,0
80000000,en,21.394281,96105964,129,6.2,393,Jonathan Demme,1
0,en,0.605645,0,117,8,1,Henry Jaglom,1
80000000,en,61.692197,473226958,89,6.7,1497,Genndy Tartakovsky,1
80000000,en,14.530946,90874570,74,7,292,James Algar,1
80000000,en,25.978555,123729176,96,5.8,631,Simon Wells,0
90000000,en,6.643778,0,114,5.9,208,Ron Underwood,0
102000000,en,36.788745,147080413,99,6.1,932,Dominic Sena,1
75000000,en,31.054334,142400065,129,5.9,893,Martin Campbell,0
85000000,en,21.891078,71485043,113,6.8,577,Vincent Ward,1
85000000,en,18.335992,0,90,5.2,438,Steven Brill,0
88000000,en,40.138009,105316267,118,5.6,818,Terry Gilliam,0
70000000,en,44.090535,101371017,106,6.1,1509,Tim Burton,1
0,fr,3.300061,0,81,6.4,47,Lucile Hadzihalilovic,1
0,en,20.632673,43312294,117,6.7,349,Lee Tamahori,1
80000000,en,36.664991,122444772,89,5.9,1195,Jonathan Mostow,0
80000000,en,18.26121,34566746,145,6.9,189,Roger Donaldson,1
80000000,en,16.681269,159212469,115,5.8,378,Rob Cohen,0
80000000,en,10.088006,126546518,87,5.2,133,Barry Cook,0
44000000,en,7.89147,21400000,118,3,255,Roger Christian,0
80000000,en,16.715631,68514844,90,5.6,297,Joe Dante,0
80000000,en,9.357734,53825515,112,5.1,165,Rob Marshall,0
80000000,en,11.22268,19480739,116,5.4,318,Richard Donner,0
80000000,en,14.564667,17626234,177,6.1,299,Kevin Costner,1
90000000,en,11.356079,69131860,92,5.2,305,George Miller,0
90000000,en,52.612025,146936910,106,5.7,1316,Breck Eisner,0
80000000,en,13.800656,33463969,106,5.4,267,Antony Hoffman,0
86000000,en,27.097932,107944236,94,6,639,Luc Besson,0
0,en,10.706613,19406406,84,7.3,111,Jacques Perrin,1
80000000,en,7.342892,5989640,110,4.8,111,Peter Hyams,0
130000000,en,50.561849,117831631,105,5.2,1267,Paul W.S. Anderson,0
8000000,es,0.719996,0,89,5.3,9,Andr\u00e9s Couturier,0
60000000,en,59.248437,313542341,135,7.7,3009,Ron Howard,1
45000000,en,90.457886,788241776,89,8,5376,Roger Allers,1
79000000,en,40.723459,355692760,94,5.8,1030,Brad Peyton,0
78000000,en,41.247402,248384621,95,6.4,915,Cody Cameron,1
78000000,en,10.083905,209196298,124,6.7,1115,Brett Ratner,1
100000000,en,16.759252,108103450,136,6.5,318,Joe Johnston,1
79000000,en,22.132418,149673788,91,4.1,604,Dennis Dugan,0
76000000,en,10.520961,236350661,107,6.2,2028,John Singleton,1
64000000,en,35.384423,97571250,92,7.6,756,Mark Osborne,1
80000000,en,15.673154,15071514,99,5.7,359,Oliver Hirschbiegel,0
76000000,en,8.981427,35134820,88,3.9,87,Des McAnuff,0
75000000,en,31.482872,875958308,87,5.9,3462,Chris Renaud,0
78000000,en,47.436675,179265204,110,5.7,1155,Stephen Norrington,0
76000000,en,136.886704,970761885,98,7,4637,Pierre Coffin,1
75000000,en,60.442593,816969268,145,6.7,3260,Roland Emmerich,1
73000000,en,2.502487,229074524,129,6.2,2487,Steven Spielberg,1
75000000,en,48.110909,532680671,86,6.6,3237,Eric Darnell,1
76000000,en,35.387874,69959751,109,7.4,2071,Alfonso Cuar\u00f3n,1
75000000,en,4.66891,296339527,104,6.8,4097,Bryan Singer,1
75000000,en,73.82289,258270008,110,6.4,2528,Timur Bekmambetov,1
75000000,en,51.469576,335062621,136,6.9,1456,Michael Bay,1
80000000,en,85.115058,660940780,91,6.5,2951,Carlos Saldanha,1
75000000,en,61.437586,196482882,99,6.6,2105,Peter Segal,1
50000000,en,31.160542,90450008,117,6.5,709,Adam Shankman,1
80000000,en,15.761384,78000586,114,4.7,183,Renny Harlin,0
75000000,en,17.561955,0,78,4.3,318,David Kellogg,0
75000000,en,71.124686,117698894,115,7.3,5487,Louis Leterrier,1
80000000,en,38.864027,271430189,102,6,1705,Dennis Dugan,0
60000000,en,57.753914,219417255,128,7,1910,Steven Spielberg,1
35000000,en,13.25753,73034460,100,5.7,202,Thor Freudenthal,0
75000000,en,13.318744,215663859,124,5.9,283,Martin Campbell,0
75000000,en,18.70031,119000410,102,6.5,338,Mike Nichols,1
75000000,en,47.094369,367275019,90,5.8,1557,Vicky Jenson,0
70000000,en,14.486311,154937680,134,6.6,284,Bill Condon,1
53000000,en,18.61472,95226116,118,5.4,292,F. Gary Gray,0
70000000,en,29.035222,130358911,164,6.9,696,Steven Spielberg,1
70000000,en,27.055085,85632458,121,6.4,573,Antoine Fuqua,1
75000000,en,23.004607,98159963,100,5.7,772,Robert Luketic,0
75000000,en,48.744209,108145109,116,7.1,2265,Guy Ritchie,1
80000000,en,14.209329,55041367,130,5.8,369,James L. Brooks,0
75000000,en,36.368839,140175006,91,6.3,874,Gil Kenan,1
75000000,en,24.353302,67631903,123,6.2,302,Barry Levinson,1
55000000,en,19.143321,127600435,134,5.9,311,Jerry Zucker,0
75000000,en,13.327372,0,148,6.4,197,Andy Tennant,1
75000000,en,37.917002,226904017,110,5.7,880,Tarsem Singh,0
52000000,en,23.663713,77944725,113,6.2,512,Florent-Emilio Siri,1
75000000,en,14.44381,36754634,94,6.3,313,Gary Goldman,1
75000000,en,10.605084,51142659,116,5,166,Ron Shelton,0
75000000,en,11.873856,14567883,99,6.1,221,Paul W.S. Anderson,1
0,en,12.708963,5802422,84,5.8,282,\u00c0lex Pastor,0
75000000,en,8.098369,5409517,93,4.3,78,Henry Selick,0
45000000,en,20.374308,21009180,113,5.7,276,John Moore,0
75000000,en,42.006908,248118121,106,6.9,1946,M. Night Shyamalan,1
74000000,en,875.581305,1156730962,91,6.4,4571,Kyle Balda,1
82000000,en,39.127082,89792502,110,5.9,1623,Zack Snyder,0
73000000,en,20.790703,103891409,98,5.8,327,Brian De Palma,0
75000000,en,18.65988,13100000,134,5.8,476,Barry Levinson,0
73000000,en,45.720894,349779543,97,5.9,1022,Fergal Reilly,0
70000000,en,21.789615,111231041,112,5.4,444,Andy Tennant,0
75000000,en,20.199057,61458982,146,5.7,390,Judd Apatow,0
70000000,en,26.123705,86658558,110,6.5,513,Peter Berg,1
72500000,en,12.599836,162966177,116,6.2,491,Adam McKay,1
70000000,en,13.543053,176104344,87,4.9,410,Steve Carr,0
72000000,en,60.722162,210000000,177,7.7,3336,Mel Gibson,1
72000000,en,32.227223,96889998,125,6.6,765,Sam Mendes,1
75000000,en,46.875375,527068851,87,6.9,2264,David Silverman,1
72000000,en,11.215702,37317558,152,6.6,188,Frank Darabont,1
94000000,en,8.468586,54744738,116,4.5,179,Renny Harlin,0
74500000,en,8.884318,62172050,109,6.9,180,Jean-Jacques Annaud,1
60000000,en,27.491891,256697520,108,6.2,1071,M. Night Shyamalan,1
71000000,en,21.462935,294456605,85,5.4,686,Betty Thomas,0
72000000,en,28.848187,408247917,106,6.4,1599,M. Night Shyamalan,1
150000000,en,47.320801,919838758,93,6.7,2988,Andrew Adamson,1
120000000,en,82.643036,461983149,117,6.6,3877,John Lasseter,1
70000000,en,20.230535,309457509,116,5.7,455,Garry Marshall,0
70000000,en,46.217769,277448382,124,5.8,1424,Rob Cohen,0
74000000,en,36.952268,311594032,93,5.8,719,Paul Tibbitt,0
80000000,en,16.411345,309492681,117,6.4,470,Ron Howard,1
70000000,en,72.595961,319131050,153,7.9,6430,Quentin Tarantino,1
70000000,en,33.648404,300854823,144,6.6,1532,Steven Spielberg,1
70000000,en,57.69847,240031094,124,6.6,1896,Renny Harlin,1
80000000,en,34.052253,116643346,117,5.8,770,Clark Johnson,0
68000000,en,27.299301,203388341,136,6.5,1078,Cameron Crowe,1
75000000,en,20.219385,42285169,110,5.3,409,M. Night Shyamalan,0
70000000,en,42.957216,171183863,101,5.5,1217,Paul W.S. Anderson,0
75000000,en,29.412262,443140005,88,5.4,666,Betty Thomas,0
75000000,en,19.708731,114660784,138,6.7,521,Randall Wallace,1
70000000,en,59.428223,161025640,120,6.2,2981,Antoine Fuqua,1
70000000,en,19.711951,118000000,103,6.3,391,Jonathan Frakes,1
70000000,en,49.199234,202466756,116,5.5,1448,Jonathan Liebesman,0
70000000,en,46.199482,122919055,125,7.6,1994,Tim Burton,1
0,en,13.758526,0,125,6,216,Mike Nichols,0
66000000,en,29.505574,177584879,146,7,992,Steven Spielberg,1
70000000,en,43.873266,154984035,118,5.8,1523,George Clooney,0
70000000,en,24.961625,90000098,139,7.1,808,James Cameron,1
70000000,en,23.25645,134748021,133,5.8,493,Oliver Stone,0
70000000,en,64.457947,215529201,92,6.2,2389,Gary Shore,1
70000000,en,20.089933,116672912,116,6,352,Edward Zwick,0
70000000,en,48.032734,135560026,127,7.1,1184,Matthew Vaughn,1
70000000,en,16.92991,131457682,136,7,630,Jean-Jacques Annaud,1
70000000,en,14.780634,67112664,111,5.2,304,Ron Howard,0
70000000,en,14.086292,65977295,116,5.4,228,Joel Schumacher,0
60000000,en,29.261348,55987321,105,5,609,Andrzej Bartkowiak,0
70000000,en,13.267631,33561137,97,5.2,269,Betty Thomas,0
70000000,en,58.401204,160112671,88,6.1,1862,M\u00e5ns M\u00e5rlind,1
75000000,en,23.515938,59418613,123,6,385,Adam Shankman,0
70000000,en,14.244518,32287044,125,5.9,241,Gregory Hoblit,0
66000000,en,29.501489,57777106,116,6.1,695,Gary McKendry,1
0,en,9.306253,0,98,3.4,106,John McTiernan,0
70000000,en,8.37378,19924033,91,4.3,97,Wych Kaosayananda,0
70000000,en,10.930537,19870567,97,5.5,179,Mikael Salomon,0
75000000,en,10.54544,13596911,95,5.9,228,Bobby Farrelly,0
70000000,en,6.682006,18662027,88,5.9,43,Dan St. Pierre,0
70000000,en,46.832372,17752940,133,5.1,826,Michael Mann,0
70000000,en,24.664776,57958696,107,5.7,439,Kerry Conran,0
70000000,en,13.483387,38629478,114,4.6,180,Michael Caton-Jones,0
50000000,en,44.478043,122915111,115,6.7,1659,Mikael H\u00e5fstr\u00f6m,1
70000000,en,25.020428,61279452,99,4.4,533,Renny Harlin,0
68000000,en,22.392544,193000000,124,5.9,437,Phil Alden Robinson,0
68000000,en,107.069763,698491347,124,5.8,2301,David Slade,0
68000000,en,22.572323,71069884,124,6.7,423,Frank Oz,1
69000000,en,113.858273,543513985,95,7.1,6478,Pierre Coffin,1
60000000,en,10.004564,35431113,103,5.4,222,Joseph Ruben,0
68000000,en,68.734513,217022588,115,6.2,2463,Seth MacFarlane,1
70000000,en,18.888806,39041505,127,6.9,395,Alejandro Amen\u00e1bar,1
68000000,en,12.948627,29762011,121,5.7,250,Kinka Usher,0
36000000,en,27.11589,83160734,105,5.4,611,Bobby Farrelly,0
90000000,en,26.153669,60289912,157,7.3,481,Michael Mann,1
80000000,en,28.223664,52099090,114,6.3,588,Craig Gillespie,1
70000000,en,37.507136,113280098,128,6.5,895,Ridley Scott,1
69000000,en,11.023691,86387857,114,5.5,531,Jay Roach,0
69000000,en,38.634767,112265139,94,5.5,1269,Timur Bekmambetov,0
66000000,en,25.877794,212404396,112,6,602,Jon Amiel,0
66000000,en,18.59991,189198313,121,6.6,488,Rob Bowman,1
67000000,en,12.282911,25303038,102,5,207,Doug Lefler,0
70000000,en,76.041867,481840909,169,7.9,5048,Steven Spielberg,1
66000000,en,54.81489,203277636,130,6.1,1520,Scott Waugh,1
70000000,en,31.39165,374111707,127,6.1,992,Nancy Meyers,1
59000000,en,99.561972,383257136,81,7.1,3857,Chris Wedge,1
68000000,en,26.792794,75715436,136,5.3,567,Lawrence Kasdan,0
65000000,en,36.307296,275293450,149,6.7,1429,Steven Spielberg,1
63000000,en,104.309993,463517383,136,7.9,8907,Lilly Wachowski,1
52000000,en,68.140214,355237933,140,7.3,1599,Ron Howard,1
65000000,en,14.646884,172855065,104,5.5,297,Michael Lembeck,0
61000000,en,48.356214,441809770,157,7.1,1884,Tom Hooper,1
65000000,en,28.540267,250821495,119,6.3,838,Nora Ephron,1
65000000,en,22.977983,128107642,98,6.5,1062,Adam McKay,1
95000000,en,31.086791,250288523,136,6.3,1183,Martin Campbell,1
65000000,en,43.865294,211780824,95,6.2,1685,Todd Phillips,1
65000000,en,43.055253,163442937,137,7.3,1400,Angelina Jolie,1
65000000,en,15.772081,128884132,130,6.3,403,Clint Eastwood,1
70000000,en,26.19909,255000211,112,6.1,588,Renny Harlin,1
50000000,en,22.769108,150270147,108,5.7,453,John Woo,0
65000000,en,18.281798,69700000,104,6,238,Jon Turteltaub,0
63000000,en,24.697533,162945894,128,5.9,447,Oliver Stone,0
65000000,en,19.718544,0,117,6.5,393,Mike Newell,1
65000000,en,31.349143,179379533,83,5.9,1743,Larry Charles,0
65000000,en,27.870312,162091208,159,7.1,1234,Stanley Kubrick,1
65000000,en,33.439187,133821816,119,6,466,Will Gluck,0
50100000,en,59.634029,153962963,105,6.7,2542,Glenn Ficarra,1
65000000,en,38.994297,156974557,103,5.9,1389,McG,0
65000000,en,49.660055,128905366,123,5.7,1252,David S. Goyer,0
4200000,en,11.743085,38376497,114,6.4,215,John Milius,1
65000000,en,9.110247,0,143,6.1,94,Mike Nichols,1
65000000,en,6.227675,240159255,95,5.6,1600,Paul W.S. Anderson,0
45000000,en,42.57877,73762516,105,6,1175,Paul W.S. Anderson,0
65000000,en,15.858629,89456761,120,6.5,314,Renny Harlin,1
65000000,en,14.866901,0,135,6,208,Taylor Hackford,0
65000000,en,15.194239,64321501,101,6.1,779,Jon Favreau,1
63000000,en,146.757391,100853753,139,8.3,9413,David Fincher,1
65000000,en,8.629665,43545364,124,6.7,186,McG,1
65000000,en,16.803457,17218080,100,5.4,269,Michael Lehmann,0
65000000,en,2.952595,0,105,4.9,52,Nora Ephron,0
65000000,en,31.324734,71154592,92,5,687,Stuart Beattie,0
50000000,en,20.415572,42093706,130,6.7,274,Roman Polanski,1
43000000,en,28.613892,56681566,97,4.8,575,Rob Bowman,0
65000000,en,85.428395,39407616,102,6.3,1286,Robert Rodriguez,1
64000000,en,4.137237,74608570,133,5.3,63,Sydney Pollack,0
55000000,en,60.246978,203427584,121,6.7,1772,Baltasar Korm\u00e1kur,1
50000000,en,42.551902,132180323,147,7.1,1165,Tom Tykwer,1
63000000,en,40.137264,296655431,94,5.9,979,Jay Roach,0
65000000,en,24.857079,44091067,94,6.1,409,David Bowers,1
63000000,en,40.413191,920100000,127,7.6,4856,Steven Spielberg,1
63000000,en,13.859307,25052000,191,6.5,202,Lawrence Kasdan,1
62000000,en,18.832471,215887717,141,6.4,386,Phillip Noyce,1
65000000,zh,9.568884,121545703,127,5.9,145,Daniel Lee,0
64000000,en,12.421504,101595121,98,5.3,261,Keenen Ivory Wayans,0
62000000,en,18.096884,127666415,116,6.1,340,Jonathan Mostow,1
62000000,en,11.056763,107879496,106,6.5,195,Rob Reiner,1
62000000,en,13.218008,41819064,87,4.3,242,Marco Schnabel,0
62000000,en,11.262655,18720175,125,5.8,178,Demian Lichtenstein,0
44000000,en,68.717016,155760117,167,7.6,4274,Quentin Tarantino,1
53000000,en,19.412028,0,93,5.9,569,Josh Gordon,0
63000000,en,16.791058,183953723,95,5.5,331,Tim Hill,0
65000000,en,65.197968,422610419,117,7,4997,Zack Snyder,1
80000000,en,32.829538,516642939,115,6.1,1373,Jay Roach,1
60000000,en,30.951203,244082376,115,6.9,1343,David Frankel,1
60000000,en,103.698022,284600000,189,8.2,4048,Frank Darabont,1
0,en,31.719463,253625427,100,5.6,648,Walt Becker,0
150000000,en,47.973995,314432665,81,5.6,944,Mark Dindal,0
61000000,en,143.041543,369330363,145,7.9,5862,David Fincher,1
60000000,en,86.476817,214034224,119,7.3,3583,Doug Liman,1
58000000,en,59.824565,352194034,130,6.6,1174,Martin Campbell,1
60000000,en,18.345613,149705852,116,6.1,205,Simon West,1
60000000,en,56.488027,264118201,103,7.8,4537,Peter Weir,1
70000000,en,29.464852,218613188,99,6.8,817,Simon Wells,1
60000000,en,18.106021,164433867,92,5.6,506,Steve Carr,0
61000000,en,42.881415,131940411,109,6.6,1589,Baltasar Korm\u00e1kur,1
60000000,en,18.735024,93375151,87,5,352,Lawrence Guterman,0
60000000,en,62.766854,176070171,110,6.6,1919,F. Gary Gray,1
60000000,en,24.153567,93354918,101,5.9,487,Marc Lawrence,0
60000000,en,41.515702,171757863,83,6,1272,Eric Darnell,0
70000000,en,26.676487,171844840,113,5.3,588,Peter Billingsley,0
60000000,en,16.278022,157920733,107,5.9,353,Tony Scott,0
60000000,en,18.831023,129181830,94,5.7,526,Adam Shankman,0
61000000,en,113.161483,311256926,132,6.4,3040,Wes Ball,1
60000000,en,28.800112,204594016,133,5.8,636,Ryan Murphy,0
60000000,en,19.705489,0,125,6.5,521,Brett Ratner,1
58000000,en,41.430245,71664962,111,6.6,2808,Robert Schwentke,1
55000000,en,23.127561,100230832,163,6.8,422,Oliver Stone,1
60000000,en,12.867352,186883563,170,6.7,292,Robert Redford,1
65000000,en,44.815022,217764291,120,7,1451,Michael Mann,1
60000000,en,37.537093,165333180,92,5.3,779,Chuck Russell,0
60000000,en,10.99991,74541707,115,6.2,207,Jay Russell,1
60000000,en,56.868399,218340595,130,6.3,2998,Christopher McQuarrie,1
60000000,en,22.991269,73648228,105,5.6,604,Renny Harlin,0
60000000,en,15.798622,0,111,6.7,247,Kenny Ortega,1
60000000,en,38.820858,137551594,106,6.2,1325,Steven Soderbergh,1
0,en,10.292864,0,89,4.3,203,David McNally,0
60000000,en,51.146047,124596398,100,7.3,1386,Henry Selick,1
60000000,en,20.501582,163403799,91,4.9,950,M. Night Shyamalan,0
70000000,en,45.299089,130293714,146,7.3,1553,Tony Scott,1
50000000,en,4.280619,61112916,98,4.5,137,Brian Robbins,0
60000000,en,28.848842,170268750,101,5.6,644,Todd Phillips,0
60000000,en,22.501041,129832389,89,5.5,575,Brian Levant,0
66000000,en,47.479755,99318987,122,6.5,2225,Guillermo del Toro,1
70000000,en,10.147321,56702901,115,6.1,109,Steven Zaillian,1
60000000,en,39.539045,107139399,90,6.7,789,Sam Fell,1
60000000,en,19.747459,159330280,124,6.1,527,Michael Caton-Jones,1
60000000,en,29.018826,96269812,119,5.9,581,John Woo,0
60000000,en,4.801849,0,119,5.9,50,Jon Avnet,0
60000000,en,16.493576,50877145,93,5.8,258,Robert Stevenhagen,0
0,en,21.549232,0,98,5.3,483,Kevin Donovan,0
60000000,en,13.080725,104324083,100,5.6,210,Geoff Murphy,0
60000000,en,42.538258,50549107,105,5.9,1173,Kenneth Branagh,0
60000000,en,29.876507,101134059,124,6.4,1581,David O. Russell,1
60000000,en,61.849521,205754447,99,5.8,1621,Babak Najafi,0
70000000,en,37.44963,162000000,109,5.9,1365,Jean-Pierre Jeunet,0
61000000,en,37.378081,95696996,124,6.9,1462,Antoine Fuqua,1
60000000,en,30.656345,108255770,97,6.6,668,Anthony Stacchi,1
75000000,en,15.142701,46683377,104,6.3,338,Griffin Dunne,1
60000000,en,59.547928,469160692,100,7.5,3070,Phil Lord,1
0,en,19.998581,0,115,5.3,425,John Pasquin,0
60000000,en,27.615108,43061982,101,6,669,Rob Bowman,0
60000000,en,29.041198,105200903,113,6.2,1778,Ruben Fleischer,1
60000000,en,25.293538,62357900,97,4.6,524,Harold Ramis,0
60000000,en,23.85119,122233971,134,7,1125,Clint Eastwood,1
60000000,en,21.685719,87784194,127,6.7,484,Kevin Macdonald,1
